217	существа	существо	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#708.868#709.234
218	на	на	ADP	_	_	_	_	_	@tvc1947f-words#@tvc1947f#709.234#709.6
219	земле	земля	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#709.6#709.966
220	только	только	PART	_	_	_	_	_	@tvc1947f-words#@tvc1947f#709.966#710.332
221	намного	намного	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#710.332#710.698
222	умнее	умный	ADJ	_	Degree=Cmp	_	_	_	@tvc1947f-words#@tvc1947f#710.698#711.064
223	и	и	CCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#711.064#711.43
224	намного	намного	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#711.43#711.796
225	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#711.796#712.162
226	быстрее	быстро	ADV	_	Degree=Cmp	_	_	_	@tvc1947f-words#@tvc1947f#712.162#712.528
227	и	и	CCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#712.528#712.894
228	намного	намного	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#712.894#713.26
229	более	более	ADV	_	Degree=Cmp	_	_	_	@tvc1947f-words#@tvc1947f#713.26#713.626
230	эффективны	эффективный	ADJ	_	Degree=Pos|Number=Plur|Variant=Short	_	_	_	@tvc1947f-words#@tvc1947f#713.626#713.992
231	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#713.992#714.358
232	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#714.358#714.724
233	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#714.724#715.09
234	вопрос	вопрос	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#715.09#715.456
235	в	в	ADP	_	_	_	_	_	@tvc1947f-words#@tvc1947f#715.456#715.822
236	степени	степень	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#715.822#716.208
237	а	а	CCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#716.615#716.78
238	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#716.78#717.14
239	другие	другой	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#717.14#717.632
240	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#717.632#717.82
241	и	и	CCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#717.82#718.07
242	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#718.07#718.35
243	ваш	ваш	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#718.35#718.707
244	любимый	любимый	VERB	_	Aspect=Imp|Case=Nom|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Pass	_	_	_	@tvc1947f-words#@tvc1947f#718.707#719.064
245	Чомски	Чомска	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#719.064#719.421
246	или	или	CCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#719.421#719.7
247	в	в	ADP	_	_	_	_	_	@tvc1947f-words#@tvc1947f#719.7#719.9
248	русской	русский	ADJ	_	Case=Loc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#719.9#720.426
249	традиции	традиция	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#720.426#721.01
250	Хомский	Хомский	PROPN	_	_	_	_	_	@tvc1947f-words#@tvc1947f#721.01#721.4
251	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#721.4#721.516
252	которые	который	PRON	_	Case=Nom	_	_	_	@tvc1947f-words#@tvc1947f#721.516#721.88
253	говорят	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#721.88#722.244
254	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#722.244#722.608
255	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#722.608#722.972
256	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#722.972#723.336
257	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#723.336#723.7
258	другая	другой	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#723.7#724.064
259	история	история	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#724.064#724.428
260	э	эра	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#724.812#725.174
261	мм	миллиметр	ADJ	_	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#725.174#725.536
262	дело	дело	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#725.536#725.898
263	не	не	PART	_	_	_	_	_	@tvc1947f-words#@tvc1947f#725.898#726.26
264	в	в	ADP	_	_	_	_	_	@tvc1947f-words#@tvc1947f#726.26#726.622
265	том	то	PRON	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#726.622#726.984
266	что	что	SCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#726.984#727.346
267	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@tvc1947f-words#@tvc1947f#727.346#727.708
268	умнее	умный	ADJ	_	Degree=Cmp	_	_	_	@tvc1947f-words#@tvc1947f#727.708#728.07
269	и	и	CCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#728.07#728.432
270	быстрее	быстро	ADV	_	Degree=Cmp	_	_	_	@tvc1947f-words#@tvc1947f#728.432#728.794
271	и	и	CCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#728.794#729.156
272	эффективнее	эффективно	ADV	_	Degree=Cmp	_	_	_	@tvc1947f-words#@tvc1947f#729.156#729.518
273	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#729.518#729.88
274	а	а	CCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#729.88#730.242
275	дело	дело	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#730.242#730.604
276	в	в	ADP	_	_	_	_	_	@tvc1947f-words#@tvc1947f#730.604#730.966
277	том	то	PRON	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#730.966#731.328
278	что	что	PRON	_	Case=Nom	_	_	_	@tvc1947f-words#@tvc1947f#731.328#731.69
279	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#731.69#732.052
280	нам	мы	PRON	_	Case=Dat|Number=Plur|Person=1	_	_	_	@tvc1947f-words#@tvc1947f#732.052#732.414
281	аа	ао	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#732.414#732.776
282	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#732.776#733.138
283	неведомыми	неведомый	ADJ	_	Case=Ins|Degree=Pos|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#733.138#733.5
284	способами	способ	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#733.5#733.862
285	#вздох#	#вздох#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#733.862#734.224
286	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#734.224#734.586
287	дан	дан	VERB	_	Aspect=Perf|Gender=Masc|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@tvc1947f-words#@tvc1947f#734.586#734.948
288	инструмент	инструмент	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#734.948#735.31
289	и	и	CCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#735.31#735.672
290	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#735.672#736.034
291	человеческий	человеческий	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#736.034#736.396
292	язык	язык	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#736.396#736.758
293	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#736.758#737.12
294	который	который	PRON	_	Case=Nom	_	_	_	@tvc1947f-words#@tvc1947f#737.12#737.482
295	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#737.482#737.844
296	иначе	иначе	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#737.844#738.206
297	устроен	устроить	VERB	_	Aspect=Perf|Gender=Masc|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@tvc1947f-words#@tvc1947f#738.206#738.568
298	и	и	CCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#738.568#738.93
299	обслуживает	обслуживать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#738.93#739.292
300	совсем	совсем	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#739.292#739.654
301	другие	другой	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#739.654#740.016
302	вещи	вещь	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#740.016#740.378
303	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#740.378#740.74
304	не	не	PART	_	_	_	_	_	@tvc1947f-words#@tvc1947f#740.74#741.102
305	только	только	PART	_	_	_	_	_	@tvc1947f-words#@tvc1947f#741.102#741.464
306	коммуникацию	коммуникация	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#741.464#741.826
307	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#741.826#742.188
308	вот	вот	PART	_	_	_	_	_	@tvc1947f-words#@tvc1947f#742.188#742.55
309	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#742.55#742.912
310	кстати	кстати	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#742.912#743.274
311	очень	очень	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#743.274#743.636
312	важная	важный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#743.636#743.998
313	вещь	вещь	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#743.998#744.406
314	аа	ао	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#745.197#745.587
315	Хомский	Хомский	PROPN	_	_	_	_	_	@tvc1947f-words#@tvc1947f#745.587#745.977
316	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#745.977#746.367
317	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#746.367#746.757
318	ну	ну	PART	_	_	_	_	_	@tvc1947f-words#@tvc1947f#746.757#747.147
319	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@tvc1947f-words#@tvc1947f#747.147#747.537
320	эк...	эк...	PROPN	_	Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#747.537#747.927
321	экстремальный	экстремальный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#747.927#748.317
322	такой	такой	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#748.317#748.707
323	человек	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#748.707#749.097
324	поэтому	поэтому	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#749.097#749.487
325	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@tvc1947f-words#@tvc1947f#749.487#749.877
326	говорит	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#749.877#750.267
327	очень	очень	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#750.267#750.657
328	так	так	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#750.657#751.047
329	жестко	жестко	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#751.047#751.45
330	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@tvc1947f-words#@tvc1947f#751.813#752.235
331	говорит	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#752.235#752.657
332	следующим	следующий	ADJ	_	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#752.657#753.079
333	образом	образ	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#753.079#753.501
334	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#753.501#753.923
335	язык	язык	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#753.923#754.345
336	ээ	ээ	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#754.345#754.767
337	был	быть	AUX	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#754.767#755.189
338	создан	создать	VERB	_	Aspect=Perf|Gender=Masc|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@tvc1947f-words#@tvc1947f#755.189#755.611
339	или	или	CCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#755.611#756.033
340	образовался	образовываться	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@tvc1947f-words#@tvc1947f#756.033#756.455
341	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#756.455#756.877
342	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@tvc1947f-words#@tvc1947f#756.877#757.299
343	не	не	PART	_	_	_	_	_	@tvc1947f-words#@tvc1947f#757.299#757.721
344	настаиваю	настаивать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#757.721#758.143
345	на	на	ADP	_	_	_	_	_	@tvc1947f-words#@tvc1947f#758.143#758.565
346	формулировке	формулировка	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#758.565#758.987
347	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#758.987#759.409
348	ээ	ээ	INTJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#759.409#759.831
349	вовсе	вовсе	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#759.831#760.253
350	не	не	PART	_	_	_	_	_	@tvc1947f-words#@tvc1947f#760.253#760.675
351	как	как	SCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#760.675#761.097
352	средство	средство	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#761.097#761.519
353	коммуникации	коммуникация	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#761.519#761.941
354	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#761.941#762.363
355	а	а	CCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#762.363#762.785
356	для	для	ADP	_	_	_	_	_	@tvc1947f-words#@tvc1947f#762.785#763.207
357	мышления	мышление	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#763.207#763.648
358	как	как	SCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#763.999#764.361
359	средство	средство	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#764.361#764.723
360	коммуникации	коммуникация	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#764.723#765.085
361	язык	язык	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#765.085#765.447
362	не	не	PART	_	_	_	_	_	@tvc1947f-words#@tvc1947f#765.447#765.809
363	очень	очень	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#765.809#766.171
364	хорош	хороший	ADJ	_	Degree=Pos|Gender=Masc|Number=Sing|Variant=Short	_	_	_	@tvc1947f-words#@tvc1947f#766.171#766.533
365	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#766.533#766.895
366	вот	вот	PART	_	_	_	_	_	@tvc1947f-words#@tvc1947f#766.895#767.257
367	тут	тут	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#767.257#767.619
368	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@tvc1947f-words#@tvc1947f#767.619#767.981
369	между	между	ADP	_	_	_	_	_	@tvc1947f-words#@tvc1947f#767.981#768.343
370	прочим	прочее	PRON	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#768.343#768.705
371	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#768.705#769.067
372	попал	попасть	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#769.067#769.429
373	снайперски	снайперски	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#769.429#769.791
374	в	в	ADP	_	_	_	_	_	@tvc1947f-words#@tvc1947f#769.791#770.153
375	цель	цель	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#770.153#770.527
376	потому	потому	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#770.956#771.288
377	что	что	SCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#771.288#771.62
378	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#771.62#771.952
379	лучше	хороший	ADV	_	Degree=Cmp	_	_	_	@tvc1947f-words#@tvc1947f#771.952#772.284
380	всего	все	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#772.284#772.616
381	для	для	ADP	_	_	_	_	_	@tvc1947f-words#@tvc1947f#772.616#772.948
382	коммуникации	коммуникация	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#772.948#773.28
383	азбука	азбука	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#773.28#773.612
384	морзе	морз	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#773.612#773.944
385	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#773.944#774.276
386	вот	вот	PART	_	_	_	_	_	@tvc1947f-words#@tvc1947f#774.276#774.608
387	как	как	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#774.608#774.94
388	здесь	здесь	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#774.94#775.272
389	#стучит#	#стучит#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#775.272#775.604
390	отстучал/	отстучал/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#775.604#775.936
391	#стучит#	#стучит#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#775.936#776.268
392	так	так	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#776.268#776.6
393	здесь	здесь	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#776.6#776.932
394	же	же	PART	_	_	_	_	_	@tvc1947f-words#@tvc1947f#776.932#777.264
395	и	и	PART	_	_	_	_	_	@tvc1947f-words#@tvc1947f#777.264#777.596
396	получил	получить	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#777.596#777.928
397	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#777.928#778.26
398	однозначный	однозначный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#778.26#778.592
399	сигнал	сигнал	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#778.592#778.944
400	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#780.208#780.779
401	толкования	толкование	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#780.779#781.351
402	наш	наш	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#781.615#781.917
403	язык	язык	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#781.917#782.219
404	тем-то	тей-то	DET	_	Case=Loc|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#782.219#782.521
405	ии	ия	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#782.521#782.823
406	э	эра	INTJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#782.823#783.125
407	уникален	уникальный	ADJ	_	Degree=Pos|Gender=Masc|Number=Sing|Variant=Short	_	_	_	@tvc1947f-words#@tvc1947f#783.125#783.427
408	невероятен	невероятно	ADJ	_	Degree=Pos|Gender=Masc|Number=Sing|Variant=Short	_	_	_	@tvc1947f-words#@tvc1947f#783.427#783.729
409	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#783.729#784.031
410	помимо	помимо	ADP	_	_	_	_	_	@tvc1947f-words#@tvc1947f#784.031#784.333
411	того	то	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#784.333#784.635
412	что	что	SCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#784.635#784.937
413	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@tvc1947f-words#@tvc1947f#784.937#785.239
414	еще	еще	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#785.239#785.541
415	дальше	далее	ADV	_	Degree=Cmp	_	_	_	@tvc1947f-words#@tvc1947f#785.541#785.843
416	скажу	сказать	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#785.843#786.145
417	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#786.145#786.447
418	что	что	SCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#786.447#786.749
419	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#786.749#787.051
420	зависит	зависеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#787.051#787.353
421	от	от	ADP	_	_	_	_	_	@tvc1947f-words#@tvc1947f#787.353#787.655
422	того	то	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#787.655#787.957
423	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#787.957#788.259
424	кто	кто	PRON	_	Case=Nom	_	_	_	@tvc1947f-words#@tvc1947f#788.259#788.561
425	говорит	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#788.561#788.863
426	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#788.863#789.165
427	кому	кто	PRON	_	Case=Dat	_	_	_	@tvc1947f-words#@tvc1947f#789.165#789.467
428	говорит	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#789.467#789.769
429	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#789.769#790.071
430	когда	когда	SCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#790.071#790.373
